net,length_um
u_score_dp.mac_gen\[4\].u_mac.accum_out\[12\],43.005
_29438_,43
_42907_,43
_35306_,42.98
_43476_,42.98
_09621_,42.94
_14231_,42.94
_42910_,42.93
_09738_,42.92
_33858_,42.92
_09596_,42.9
_09752_,42.88
_42208_,42.88
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[2\],42.88
_38360_,42.85
_24953_,42.84
_30941_,42.84
_26755_,42.82
_38464_,42.82
q\[91\]\[0\],42.805
_25772_,42.8
_27700_,42.8
_33729_,42.78
clknet_leaf_198_clk,42.78
_09391_,42.76
_29171_,42.76
_40620_,42.74
_43441_,42.74
_23157_,42.735
_21889_,42.72
_24493_,42.72
_39630_,42.72
u_score_dp.mac_gen\[10\].u_mac.accum_out\[9\],42.72
u_score_dp.mac_gen\[11\].u_mac.accum_out\[2\],42.72
_24320_,42.7
_34986_,42.7
_32712_,42.68
_20482_,42.64
_27432_,42.62
_41217_,42.58
scaled_scores\[60\]\[1\],42.58
_44094_,42.57
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[1\],42.57
_13559_,42.54
_26436_,42.54
_33244_,42.54
_33930_,42.54
_42453_,42.54
clknet_leaf_875_clk,42.54
_32616_,42.49
_38261_,42.48
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[1\],42.48
_09246_,42.46
_12362_,42.46
_25229_,42.46
_36824_,42.46
_39820_,42.46
scaled_scores\[17\]\[6\],42.46
_23852_,42.44
_33690_,42.44
_33760_,42.43
_35532_,42.42
raw_scores\[12\]\[14\],42.42
clknet_leaf_308_clk,42.42
_07597_,42.4
_30386_,42.4
_30684_,42.38
scaled_scores\[9\]\[10\],42.38
u_score_dp.mac_gen\[4\].u_mac.accum_out\[9\],42.38
v\[86\]\[7\],42.38
_36860_,42.34
_21297_,42.32
_22416_,42.32
_25177_,42.32
_29271_,42.32
u_score_dp.mac_gen\[10\].u_mac.accum_out\[13\],42.3
_19887_,42.26
_31639_,42.26
_43041_,42.26
clknet_leaf_313_clk,42.26
_23409_,42.24
_27130_,42.24
scaled_scores\[55\]\[17\],42.24
clknet_leaf_470_clk,42.24
_25067_,42.22
u_score_dp.mac_gen\[13\].u_mac.accum_out\[1\],42.22
u_score_dp.mac_gen\[1\].u_mac.accum_out\[0\],42.21
_21872_,42.2
_38526_,42.2
_43399_,42.2
_38252_,42.18
_13795_,42.16
_33208_,42.14
_43790_,42.14
u_score_dp.mac_gen\[1\].u_mac.accum_out\[2\],42.14
_23125_,42.12
_13487_,42.08
_20050_,42.08
_36627_,42.06
_25080_,42.04
_38198_,42.02
_43537_,42.02
_34845_,42
_09510_,41.96
_27839_,41.96
v\[112\]\[5\],41.96
_09570_,41.94
_15306_,41.94
_39008_,41.94
v\[118\]\[5\],41.94
_37510_,41.92
_27886_,41.88
_37620_,41.88
_09616_,41.86
_38449_,41.86
clknet_6_27_0_clk,41.83
scaled_scores\[27\]\[7\],41.82
_29113_,41.8
_34653_,41.8
scaled_scores\[32\]\[17\],41.8
_09538_,41.74
_34912_,41.73
_09736_,41.72
_41390_,41.72
_35009_,41.7
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[17\],41.69
_08004_,41.68
_20575_,41.68
_22576_,41.68
_33412_,41.68
q\[25\]\[1\],41.68
_28128_,41.66
_29970_,41.65
q\[85\]\[0\],41.64
_19826_,41.62
_24099_,41.62
clknet_leaf_714_clk,41.62
_36932_,41.6
q\[116\]\[1\],41.6
_11232_,41.58
_23608_,41.58
_22348_,41.56
_39822_,41.56
scaled_scores\[48\]\[0\],41.56
scaled_scores\[10\]\[3\],41.52
_28318_,41.42
_33528_,41.42
scaled_scores\[25\]\[17\],41.42
_14522_,41.4
net7883,41.39
_32803_,41.38
_34500_,41.38
_42780_,41.38
_11141_,41.36
_37021_,41.36
_43146_,41.36
_21219_,41.32
_27675_,41.32
_21541_,41.28
net3446,41.28
_09450_,41.26
_31527_,41.26
_38670_,41.26
_26477_,41.24
_44089_,41.24
_20501_,41.2
_42716_,41.2
_36568_,41.18
_43255_,41.18
_25117_,41.16
_14227_,41.12
_11121_,41.1
_09587_,41.08
_19401_,41.08
_23543_,41.08
_24134_,41.08
_25291_,41.08
u_score_dp.mac_gen\[10\].u_mac.accum_out\[4\],41.05
k\[114\]\[6\],41.04
_35242_,41.03
_09447_,41.02
scaled_scores\[26\]\[7\],41.02
_29854_,40.98
_41140_,40.97
_36271_,40.96
_09435_,40.94
_21353_,40.94
_30729_,40.94
_33786_,40.92
_41005_,40.92
_41455_,40.92
_09043_,40.9
scaled_scores\[40\]\[15\],40.9
_33140_,40.845
_13435_,40.82
_37867_,40.82
_43178_,40.805
_38594_,40.8
scaled_scores\[31\]\[6\],40.8
_09631_,40.78
clknet_leaf_48_clk,40.78
_27544_,40.765
_08104_,40.76
_19315_,40.76
_19548_,40.74
_34276_,40.74
scaled_scores\[51\]\[6\],40.74
_31003_,40.72
_34255_,40.72
_32754_,40.715
_09237_,40.7
_09586_,40.7
_14064_,40.68
_19201_,40.68
_19990_,40.68
_21506_,40.68
_33007_,40.68
_39232_,40.68
_11148_,40.66
_24746_,40.66
_33535_,40.56
_36238_,40.54
scaled_scores\[17\]\[10\],40.54
_20665_,40.52
_39009_,40.52
scaled_scores\[0\]\[6\],40.52
_22833_,40.5
_36128_,40.5
_08491_,40.48
_38203_,40.48
_40027_,40.47
scaled_scores\[40\]\[4\],40.46
_09466_,40.44
_19740_,40.44
_32805_,40.44
_41535_,40.44
_37033_,40.43
_39686_,40.42
_43431_,40.42
u_score_dp.mac_gen\[4\].u_mac.accum_out\[10\],40.42
_09148_,40.36
_35078_,40.36
_38143_,40.36
_35474_,40.34
_08570_,40.32
scaled_scores\[48\]\[4\],40.32
v\[2\]\[1\],40.32
clknet_leaf_724_clk,40.3
_42818_,40.28
u_weighted_dp.mac_gen\[6\].u_mac.accum_out\[0\],40.28
_09332_,40.24
_30464_,40.24
_38109_,40.235
_32291_,40.22
_39118_,40.205
_15180_,40.2
_36561_,40.2
_39465_,40.2
_40746_,40.2
_28959_,40.18
_29482_,40.18
_25069_,40.16
_09561_,40.14
scaled_scores\[60\]\[8\],40.14
_09196_,40.12
_30132_,40.12
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[16\],40.12
_13921_,40.1
_34156_,40.1
_35802_,40.09
_09207_,40.08
_09387_,40.06
_11135_,40.06
_29987_,40.06
_43073_,40.06
scaled_scores\[0\]\[5\],40.06
_21163_,40.05
_33934_,40.04
_33873_,40.02
_43439_,40.02
_43567_,40.01
_31774_,40
_34375_,40
_20296_,39.98
_25799_,39.96
_37912_,39.96
_33832_,39.94
_35949_,39.94
_37206_,39.94
clknet_leaf_913_clk,39.94
_20314_,39.92
_33107_,39.92
_33696_,39.92
q\[20\]\[6\],39.92
_23509_,39.9
_26457_,39.9
_27287_,39.9
_38411_,39.885
_21583_,39.86
_23916_,39.86
_40283_,39.86
scaled_scores\[35\]\[9\],39.86
net1927,39.86
_25072_,39.84
_27042_,39.84
_43864_,39.84
_08705_,39.82
_42114_,39.82
scaled_scores\[38\]\[14\],39.82
_27931_,39.78
_30784_,39.78
clknet_leaf_239_clk,39.78
_27003_,39.76
_31852_,39.76
_36816_,39.76
_11236_,39.74
net806,39.74
_09505_,39.72
_20570_,39.72
scaled_scores\[6\]\[7\],39.705
_19852_,39.7
_24521_,39.7
_32567_,39.7
_42750_,39.7
_22692_,39.68
_40102_,39.68
_07635_,39.66
_27696_,39.66
_41747_,39.64
_43154_,39.62
_30524_,39.6
_39428_,39.6
_43799_,39.6
k\[69\]\[6\],39.6
_31279_,39.595
_33016_,39.56
_38223_,39.52
scaled_scores\[63\]\[8\],39.52
_38576_,39.5
u_score_dp.mac_gen\[10\].u_mac.accum_out\[2\],39.5
_23396_,39.48
_43195_,39.48
scaled_scores\[34\]\[14\],39.48
_23522_,39.475
_11161_,39.46
_24451_,39.46
_33181_,39.46
_35764_,39.44
_26762_,39.42
_43027_,39.42
_14533_,39.4
clknet_leaf_111_clk,39.4
scaled_scores\[37\]\[14\],39.39
_24744_,39.36
clknet_leaf_731_clk,39.36
_37128_,39.34
scaled_scores\[8\]\[17\],39.32
_35485_,39.3
_42798_,39.3
_09248_,39.28
_35051_,39.26
_13509_,39.24
_43033_,39.23
scaled_scores\[54\]\[0\],39.2
u_score_dp.mac_gen\[10\].u_mac.accum_out\[0\],39.18
_08287_,39.16
_10838_,39.16
_22136_,39.16
_28170_,39.16
_09406_,39.14
_12075_,39.14
_40716_,39.13
_09650_,39.12
_23869_,39.12
_44113_,39.12
scaled_scores\[51\]\[1\],39.12
_42094_,39.08
scaled_scores\[1\]\[5\],39.08
v\[12\]\[2\],39.08
clknet_leaf_177_clk,39.08
net761,39.07
_40472_,39.04
_08371_,39
_34506_,38.98
_30178_,38.96
u_score_dp.mac_gen\[14\].u_mac.accum_out\[0\],38.95
_19328_,38.94
_35633_,38.94
scaled_scores\[59\]\[6\],38.94
clknet_leaf_409_clk,38.94
_31769_,38.92
_34482_,38.92
_22122_,38.9
_25563_,38.9
_29812_,38.9
_33619_,38.9
v\[2\]\[5\],38.9
_43429_,38.88
scaled_scores\[18\]\[0\],38.86
_25658_,38.82
_42183_,38.82
_28012_,38.8
_32099_,38.8
_32132_,38.8
_08643_,38.78
_38495_,38.78
_26305_,38.76
_37641_,38.74
_42075_,38.74
_29190_,38.72
_30521_,38.715
_35074_,38.71
_33705_,38.7
_35842_,38.7
_27499_,38.67
_33609_,38.665
scaled_scores\[26\]\[17\],38.64
scaled_scores\[37\]\[2\],38.625
_29675_,38.62
_42851_,38.62
_43910_,38.62
_11136_,38.6
_27887_,38.6
_33523_,38.6
_37073_,38.6
q\[116\]\[5\],38.6
scaled_scores\[60\]\[11\],38.6
_37407_,38.58
_39671_,38.58
_33715_,38.54
_40561_,38.54
scaled_scores\[26\]\[3\],38.54
u_score_dp.mac_gen\[6\].u_mac.accum_out\[0\],38.54
_09414_,38.52
_38451_,38.52
_23580_,38.5
_37496_,38.5
_21593_,38.48
_26273_,38.48
_29294_,38.48
_38138_,38.48
_38244_,38.48
net2370,38.48
_35899_,38.46
_25048_,38.45
_11610_,38.42
_40485_,38.42
_25568_,38.415
_33199_,38.375
_22344_,38.37
_39716_,38.37
_20347_,38.36
_43380_,38.34
clknet_leaf_736_clk,38.33
_40364_,38.32
_36872_,38.28
_39711_,38.28
_34368_,38.26
_09500_,38.24
_26555_,38.24
_35112_,38.24
_36246_,38.24
_20098_,38.22
_08003_,38.2
_19500_,38.2
_31330_,38.16
scaled_scores\[17\]\[16\],38.14
scaled_scores\[18\]\[17\],38.14
_26449_,38.12
_43181_,38.12
_31157_,38.1
_40603_,38.1
_08221_,38.08
_39717_,38.08
scaled_scores\[34\]\[12\],38.08
_32746_,38.04
_39681_,38.04
_19266_,38.02
_23617_,38
_36675_,38
u_weighted_dp.mac_gen\[7\].u_mac.accum_out\[7\],38
_09177_,37.98
_30901_,37.98
clknet_leaf_745_clk,37.96
net2105,37.94
scaled_scores\[52\]\[15\],37.92
_39823_,37.88
net698,37.88
_08713_,37.86
_29913_,37.86
_30906_,37.855
_27720_,37.84
_24169_,37.82
_43895_,37.82
scaled_scores\[6\]\[15\],37.82
_27021_,37.805
_33878_,37.8
_09810_,37.78
_33233_,37.78
_35262_,37.78
_37404_,37.78
scaled_scores\[27\]\[5\],37.78
scaled_scores\[9\]\[11\],37.78
scaled_scores\[12\]\[15\],37.74
_40557_,37.72
_19848_,37.68
_35620_,37.68
_29718_,37.67
_08724_,37.66
_25073_,37.66
_25698_,37.66
_39307_,37.66
scaled_scores\[24\]\[17\],37.66
_33345_,37.64
_36223_,37.64
_37364_,37.64
_44098_,37.6
_30920_,37.58
_32283_,37.58
_37590_,37.58
_08314_,37.57
_10839_,37.56
_21335_,37.56
_23887_,37.56
_28321_,37.56
_31682_,37.56
q\[59\]\[5\],37.555
_27043_,37.54
_32152_,37.54
scaled_scores\[41\]\[3\],37.54
_22357_,37.52
_37856_,37.52
_38329_,37.51
_34520_,37.5
_43590_,37.5
_21156_,37.48
scaled_scores\[59\]\[3\],37.48
_42860_,37.46
out\[18\]\[2\],37.46
u_score_dp.mac_gen\[13\].u_mac.accum_out\[0\],37.46
_14222_,37.44
_25956_,37.44
_26944_,37.44
_27445_,37.44
_36911_,37.44
net2687,37.44
_07871_,37.42
_25916_,37.42
_30738_,37.42
_34063_,37.42
_38375_,37.4
_20819_,37.395
_32282_,37.38
_13346_,37.36
_19506_,37.36
q\[85\]\[5\],37.36
v\[118\]\[1\],37.36
net1917,37.36
_20208_,37.35
scaled_scores\[24\]\[10\],37.34
scaled_scores\[26\]\[6\],37.34
v\[33\]\[5\],37.325
_22865_,37.32
_33913_,37.32
_44096_,37.32
_30127_,37.3
_37887_,37.3
_25877_,37.28
_13310_,37.27
_33424_,37.26
_35230_,37.26
_14458_,37.24
_21928_,37.24
_41191_,37.24
_34923_,37.22
_07869_,37.2
_22570_,37.2
_33939_,37.2
_30809_,37.18
_23319_,37.16
_24546_,37.16
_36078_,37.16
_38213_,37.16
_40749_,37.14
_30147_,37.13
_39916_,37.12
_22584_,37.105
_23512_,37.105
_08411_,37.1
_09023_,37.1
_19094_,37.1
_23370_,37.1
_33366_,37.1
u_score_dp.mac_gen\[1\].u_mac.accum_out\[4\],37.095
_07768_,37.08
_09496_,37.08
_11169_,37.08
_28889_,37.08
_36887_,37.08
_33335_,37.07
_13758_,37.06
_25788_,37.045
_08580_,37.04
_26676_,37.04
_08594_,37.02
_19452_,37.02
_32025_,37.02
_33396_,37.02
_33498_,37.02
_37998_,37.02
_38788_,37.02
_09180_,37
_10813_,36.98
_38496_,36.98
_33297_,36.97
_35496_,36.94
scaled_scores\[26\]\[13\],36.92
_33646_,36.91
_21536_,36.9
_35426_,36.9
net880,36.9
_34575_,36.89
_09264_,36.88
_20142_,36.88
_24874_,36.88
_26272_,36.86
_38584_,36.86
_41979_,36.84
_37430_,36.82
clknet_leaf_355_clk,36.8
_07601_,36.78
net374,36.76
_38128_,36.74
out\[69\]\[1\],36.74
_34094_,36.735
_20596_,36.73
_37728_,36.72
_37233_,36.68
scaled_scores\[38\]\[8\],36.68
_24407_,36.665
_09243_,36.66
scaled_scores\[9\]\[5\],36.66
_13790_,36.64
_21939_,36.64
_38684_,36.64
_27942_,36.62
_11120_,36.6
_32173_,36.6
_43145_,36.6
_19716_,36.58
_29532_,36.58
_09259_,36.54
_09451_,36.54
_10989_,36.53
_11164_,36.52
_28804_,36.52
v\[2\]\[3\],36.52
_34668_,36.515
out_col\[0\],36.48
_07609_,36.46
_40814_,36.46
_25469_,36.45
_07634_,36.44
_25473_,36.44
_39147_,36.44
_39358_,36.44
_41204_,36.44
_34557_,36.43
_40618_,36.42
net7409,36.42
_39844_,36.41
scaled_scores\[21\]\[7\],36.4
_08172_,36.32
_20711_,36.32
_25930_,36.32
_33662_,36.32
_35269_,36.32
_40983_,36.32
_25005_,36.315
_19862_,36.3
_33483_,36.28
scaled_scores\[18\]\[3\],36.28
_09465_,36.26
_25931_,36.26
_26797_,36.26
_30955_,36.26
scaled_scores\[49\]\[14\],36.26
net1981,36.26
_11495_,36.24
_24825_,36.24
_25432_,36.24
_29836_,36.24
scaled_scores\[17\]\[17\],36.24
scaled_scores\[53\]\[6\],36.24
_19618_,36.22
raw_scores\[39\]\[19\],36.2
net1864,36.2
_21590_,36.18
_28116_,36.18
_27688_,36.16
_31597_,36.16
_33996_,36.16
_36934_,36.16
_38131_,36.16
scaled_scores\[31\]\[8\],36.16
_40536_,36.15
_08681_,36.14
_35089_,36.14
scaled_scores\[37\]\[15\],36.14
_28299_,36.13
_09780_,36.12
_19322_,36.12
_22962_,36.12
_25725_,36.1
_32049_,36.1
_33517_,36.1
_09198_,36.08
_23769_,36.08
_32085_,36.08
_39112_,36.08
scaled_scores\[60\]\[15\],36.08
_38337_,36.07
_28273_,36.06
_33477_,36.055
_20470_,36.04
_33796_,36.04
_39215_,36.04
_24276_,36.02
_29582_,36.02
_40519_,36
_43173_,36
_21817_,35.98
_33130_,35.98
clknet_leaf_727_clk,35.98
_20733_,35.96
_31932_,35.96
_32906_,35.96
net6300,35.96
scaled_scores\[36\]\[0\],35.945
_41339_,35.94
scaled_scores\[25\]\[16\],35.94
scaled_scores\[52\]\[0\],35.94
_07630_,35.92
_19237_,35.92
_27939_,35.92
_29975_,35.9
_43526_,35.9
scaled_scores\[37\]\[10\],35.88
_33228_,35.87
_25250_,35.86
_34765_,35.86
_28153_,35.84
_32801_,35.84
scaled_scores\[9\]\[13\],35.84
u_weighted_dp.mac_gen\[5\].u_mac.accum_out\[17\],35.84
_27846_,35.81
_26553_,35.8
_37025_,35.8
_32149_,35.78
_35334_,35.78
_39310_,35.78
_40839_,35.74
scaled_scores\[23\]\[8\],35.74
_07774_,35.72
_37925_,35.72
scaled_scores\[37\]\[5\],35.72
_08130_,35.7
scaled_scores\[33\]\[14\],35.7
_24878_,35.68
_35806_,35.68
_40476_,35.68
_19421_,35.64
clknet_leaf_420_clk,35.64
_34843_,35.63
_25617_,35.62
out\[77\]\[7\],35.62
_27371_,35.58
_09271_,35.56
_23779_,35.56
_33308_,35.56
_43175_,35.56
_09485_,35.54
_25159_,35.54
_30867_,35.54
_10853_,35.52
_13307_,35.52
_22558_,35.52
_40459_,35.52
scaled_scores\[17\]\[5\],35.52
_40067_,35.48
_09258_,35.46
_31282_,35.46
scaled_scores\[26\]\[9\],35.46
net1901,35.46
_42748_,35.44
_08587_,35.42
clknet_leaf_929_clk,35.42
_21783_,35.415
_21264_,35.38
_36077_,35.38
u_score_dp.mac_gen\[0\].u_mac.accum_out\[0\],35.38
_32050_,35.34
_38519_,35.34
_14074_,35.31
_21009_,35.3
_22123_,35.3
_37442_,35.3
scaled_scores\[30\]\[6\],35.3
_23704_,35.28
_32203_,35.28
_40600_,35.28
clknet_leaf_720_clk,35.27
_14076_,35.26
_32020_,35.26
u_weighted_dp.mac_gen\[3\].u_mac.accum_out\[15\],35.26
_27444_,35.25
_41433_,35.24
_24158_,35.22
_29697_,35.22
_33899_,35.22
scaled_scores\[62\]\[17\],35.22
clknet_leaf_361_clk,35.22
_14143_,35.18
_19346_,35.18
_32891_,35.18
_08558_,35.175
_25726_,35.16
_30008_,35.16
_30448_,35.16
scaled_scores\[32\]\[16\],35.145
_33430_,35.14
clknet_leaf_705_clk,35.14
q\[31\]\[6\],35.12
_24130_,35.11
clknet_leaf_107_clk,35.11
_35174_,35.1
scaled_scores\[56\]\[14\],35.1
_28274_,35.08
_09244_,35.06
_21183_,35.06
_38790_,35.06
_43070_,35.06
out\[126\]\[6\],35.06
_22064_,35.04
_37978_,35.04
_09067_,35.02
_31243_,35.02
_31801_,35
u_score_dp.mac_gen\[15\].u_mac.accum_out\[1\],35
out\[9\]\[4\],34.97
_26396_,34.96
_31739_,34.96
_10852_,34.94
_21545_,34.92
_23405_,34.92
_26492_,34.92
_28450_,34.92
_41870_,34.92
scaled_scores\[0\]\[14\],34.92
_24505_,34.9
_24815_,34.9
_34404_,34.9
_21396_,34.88
_23356_,34.88
_29356_,34.88
_32848_,34.88
scaled_scores\[51\]\[0\],34.88
scaled_scores\[61\]\[10\],34.88
_19473_,34.86
_22958_,34.84
_39818_,34.84
_09437_,34.82
_09559_,34.82
_24270_,34.82
_38859_,34.82
_41193_,34.82
_43077_,34.82
_28081_,34.8
_29745_,34.8
_30041_,34.8
scaled_scores\[47\]\[1\],34.8
_32234_,34.76
_41068_,34.76
_43997_,34.74
_31105_,34.72
_13915_,34.71
_39684_,34.7
out\[29\]\[0\],34.7
u_score_dp.mac_gen\[4\].u_mac.accum_out\[8\],34.685
_09452_,34.68
_28400_,34.68
_34521_,34.68
_38589_,34.68
clknet_leaf_698_clk,34.68
_22785_,34.66
_23723_,34.66
_24559_,34.66
_19376_,34.65
q\[91\]\[2\],34.645
_40473_,34.64
_43285_,34.64
out\[29\]\[1\],34.64
scaled_scores\[17\]\[8\],34.64
_30135_,34.62
_33482_,34.62
_35321_,34.6
_38277_,34.6
_44170_,34.6
_20478_,34.58
_13347_,34.56
_20121_,34.56
_32444_,34.56
_33753_,34.555
_30698_,34.54
_43327_,34.54
_13923_,34.535
_22444_,34.52
_28388_,34.52
k\[7\]\[4\],34.52
_22510_,34.51
_36256_,34.5
_37519_,34.5
_11116_,34.48
_36721_,34.48
_40605_,34.48
_37613_,34.46
_44221_,34.46
_30259_,34.45
_30414_,34.44
u_score_dp.mac_gen\[4\].u_mac.accum_out\[11\],34.44
_27668_,34.42
_27944_,34.42
_44260_,34.4
_23611_,34.38
_44047_,34.38
_36405_,34.37
_39076_,34.37
_28065_,34.34
_07765_,34.33
_26391_,34.32
_33804_,34.32
_36257_,34.32
_41436_,34.32
_42679_,34.32
_19599_,34.305
_23002_,34.3
_28216_,34.3
_31324_,34.3
_33380_,34.3
_34419_,34.3
q\[22\]\[0\],34.3
scaled_scores\[35\]\[5\],34.3
_41398_,34.295
_14383_,34.28
_29898_,34.28
_42045_,34.28
_21281_,34.27
_20404_,34.26
_31429_,34.26
_20667_,34.25
_24193_,34.24
_35398_,34.24
_37854_,34.23
_23169_,34.22
_37451_,34.22
_34068_,34.2
_40017_,34.2
_15651_,34.18
_25165_,34.18
_25985_,34.18
_39199_,34.18
_40879_,34.17
_43520_,34.16
net7887,34.16
_08329_,34.14
_23035_,34.14
_32744_,34.14
_42947_,34.14
net1947,34.14
_08160_,34.12
_09181_,34.12
_20155_,34.1
_23817_,34.1
_35115_,34.1
_37326_,34.1
_39139_,34.1
out\[109\]\[2\],34.1
v\[2\]\[0\],34.1
_28922_,34.08
_34079_,34.08
_42515_,34.08
_26861_,34.075
_31063_,34.06
_35412_,34.05
_07878_,34.04
_28823_,34.04
_38355_,34.04
scaled_scores\[20\]\[9\],34.04
_21649_,34
_23846_,34
net1913,34
_20055_,33.98
_21196_,33.98
_21292_,33.96
_43975_,33.96
_27792_,33.94
_29025_,33.94
_35656_,33.94
_38826_,33.94
_09375_,33.92
_28421_,33.92
scaled_scores\[29\]\[7\],33.92
_09623_,33.9
_29452_,33.9
_09227_,33.88
clknet_leaf_722_clk,33.88
clknet_leaf_841_clk,33.88
_08245_,33.86
_21393_,33.86
_40507_,33.86
_09226_,33.84
_24763_,33.84
_24860_,33.84
_27698_,33.84
_39705_,33.84
_21505_,33.82
_41553_,33.82
_38256_,33.81
_09049_,33.8
_35327_,33.8
_09785_,33.78
scaled_scores\[53\]\[13\],33.78
clknet_leaf_155_clk,33.78
_08276_,33.775
_25415_,33.76
_23707_,33.74
scaled_scores\[26\]\[16\],33.74
net2154,33.74
scaled_scores\[30\]\[4\],33.72
_09206_,33.7
_11144_,33.7
_31088_,33.68
scaled_scores\[1\]\[12\],33.66
_35293_,33.64
_37087_,33.64
_40284_,33.64
out_col\[3\],33.64
q\[123\]\[0\],33.64
_20583_,33.635
_23843_,33.62
_23966_,33.62
_32481_,33.62
_19558_,33.61
_33548_,33.6
_38450_,33.6
out_col\[2\],33.6
_25946_,33.56
_36108_,33.56
_35335_,33.55
_10254_,33.54
_26243_,33.54
_42043_,33.54
_08457_,33.52
_38632_,33.52
_09668_,33.5
_11117_,33.5
_22074_,33.5
_34379_,33.49
_08474_,33.48
_34976_,33.48
_36020_,33.48
_08339_,33.46
_09627_,33.46
_10755_,33.46
_21094_,33.46
_21096_,33.46
_33458_,33.46
_08670_,33.44
_09239_,33.44
_35336_,33.44
_14492_,33.42
_22689_,33.42
_34095_,33.42
_37500_,33.42
_42296_,33.42
_43182_,33.42
_44114_,33.42
_10830_,33.4
_20075_,33.4
_37281_,33.4
_40607_,33.4
_42648_,33.4
_42856_,33.4
_19531_,33.38
_21959_,33.38
_34710_,33.38
_39363_,33.365
_21438_,33.36
_26323_,33.34
clknet_leaf_225_clk,33.335
_33138_,33.32
_10825_,33.3
_35338_,33.3
_38017_,33.3
_11234_,33.28
_28059_,33.28
_40502_,33.28
_38431_,33.26
_41297_,33.26
scaled_scores\[14\]\[7\],33.26
_09750_,33.24
_09795_,33.24
_20842_,33.22
scaled_scores\[26\]\[14\],33.22
_23330_,33.2
_28253_,33.2
_33655_,33.19
_34559_,33.19
_19899_,33.18
_33166_,33.18
_33443_,33.17
_23029_,33.16
_31986_,33.16
_20166_,33.14
_41995_,33.1
k\[86\]\[1\],33.1
scaled_scores\[60\]\[4\],33.1
_36904_,33.085
_32178_,33.08
_29584_,33.06
out\[29\]\[2\],33.06
scaled_scores\[8\]\[6\],33.04
_21728_,33.02
scaled_scores\[17\]\[9\],33.02
_27734_,33.015
_09625_,33
_09652_,33
_26686_,32.98
_37516_,32.98
_28488_,32.975
v\[33\]\[2\],32.965
_32201_,32.96
_21779_,32.94
_32932_,32.94
_41955_,32.94
_22395_,32.935
_35765_,32.93
_24731_,32.92
_25476_,32.92
_31657_,32.92
_37866_,32.92
_39343_,32.92
v\[117\]\[4\],32.92
u_score_dp.mac_gen\[9\].u_mac.accum_out\[1\],32.91
_13667_,32.9
_24482_,32.9
_25628_,32.9
_26649_,32.9
_33902_,32.88
_35065_,32.88
_37601_,32.88
_41755_,32.88
_08735_,32.86
_13937_,32.86
_30139_,32.86
_33698_,32.84
_35452_,32.83
_31838_,32.82
_33037_,32.82
k\[105\]\[4\],32.82
_08338_,32.8
_21080_,32.8
_32397_,32.8
_38443_,32.8
scaled_scores\[59\]\[17\],32.8
_34509_,32.795
_11035_,32.78
_41019_,32.78
scaled_scores\[16\]\[6\],32.78
_23046_,32.76
_42887_,32.76
_43897_,32.76
_29027_,32.75
_21242_,32.74
_41008_,32.74
scaled_scores\[53\]\[17\],32.72
_29968_,32.7
_39195_,32.7
_28855_,32.68
_20240_,32.66
_23145_,32.66
_44187_,32.66
q\[83\]\[5\],32.66
_41159_,32.65
v\[32\]\[7\],32.645
_23009_,32.62
_33479_,32.62
_38692_,32.62
_08664_,32.6
_09546_,32.6
_25001_,32.6
_25559_,32.6
_26696_,32.6
_30911_,32.6
_08471_,32.58
_21269_,32.58
_25211_,32.58
_38170_,32.58
u_score_dp.mac_gen\[11\].u_mac.accum_out\[1\],32.58
scaled_scores\[60\]\[12\],32.57
_08852_,32.56
_09233_,32.54
_13306_,32.52
_28357_,32.52
_33383_,32.52
_07571_,32.5
_23901_,32.5
_24885_,32.5
_36204_,32.5
_37583_,32.5
net357,32.49
_31637_,32.48
_33349_,32.48
_13973_,32.46
_34852_,32.46
_43310_,32.46
q\[116\]\[3\],32.46
scaled_scores\[10\]\[4\],32.46
_28007_,32.45
_27497_,32.44
_09550_,32.42
_25666_,32.42
_26882_,32.42
_37299_,32.42
_38125_,32.42
_26225_,32.4
_42948_,32.4
net7889,32.4
_25478_,32.38
_33139_,32.38
_35933_,32.38
_37165_,32.38
_37440_,32.38
_29178_,32.35
_21767_,32.34
_34973_,32.34
scaled_scores\[27\]\[1\],32.34
scaled_scores\[4\]\[1\],32.34
_08419_,32.32
_11186_,32.32
_26239_,32.32
_26953_,32.3
_34597_,32.3
_20512_,32.275
_10811_,32.26
_22541_,32.26
_22876_,32.26
_26638_,32.26
_29342_,32.26
_09776_,32.24
_39448_,32.24
u_score_dp.mac_gen\[15\].u_mac.accum_out\[0\],32.24
_23573_,32.22
_24732_,32.22
_28937_,32.22
_35667_,32.22
k\[101\]\[6\],32.22
v\[12\]\[0\],32.22
_20094_,32.21
_33866_,32.2
scaled_scores\[14\]\[9\],32.19
_09806_,32.18
_27015_,32.18
_09766_,32.16
_29803_,32.16
_11209_,32.14
k\[82\]\[6\],32.14
_27127_,32.12
_34674_,32.12
_37588_,32.12
_39468_,32.1
_41894_,32.1
_09445_,32.08
_20222_,32.08
_21917_,32.08
_30346_,32.06
clknet_leaf_357_clk,32.06
_07759_,32.04
